Review,Variable,Description_prompt,Answer_select,NR,SET,Title,Authors,Venue,Year,Filename,Goldstandard1_value,Goldstandard2_value,Match,Consensus_value
Mizuno_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",9,TEST,Body size affects the evolution of eyespots in caterpillars,"Thomas John Hossie, John Skelhorn, Jesse W Breinholt, Akito Y Kawahara, Thomas N Sherratt",Proceedings of the National Academy of Sciences of the United States of America,2015,Hossie_2015.pdf,Yes,No,FALSE,Yes
Mizuno_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",10,TEST,Deflective effect and the effect of prey detectability on anti-predator function of eyespots,"Adrian Vallin, Marina Dimitrova, Ullasa Kodandaramaiah, Sami Merilaita, D Kemp",Behavioral Ecology and Sociobiology,2011,Vallin_2011.pdf,No,No,TRUE,No
Mizuno_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",11,TEST,Eyespots interact with body colour to protect caterpillar-like prey from avian predators,"Thomas John Hossie, Thomas N Sherratt",Animal Behaviour,2012,Hossie_2012.pdf,No,No,TRUE,No
Mizuno_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",12,TEST,Field experiments on the effectiveness of 'eyespots' as predator deterrents,"Martin Stevens, Elinor Hopkins, William Hinde, Amabel Adcock, Yvonne Connolly, Tom Troscianko, Innes C Cuthill, K T Troscianko",-,-,Stevens_2007.pdf,Yes,No,FALSE,Yes
Mizuno_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",13,TEST,Significance of butterfly eyespots as an anti-predator device in ground-based and aerial attacks,"Anne Lyytinen, Paul M Brakefield, Johanna Mappes",,2003,Lyytinen_2003.pdf,No,No,TRUE,No
Mizuno_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",14,TEST,The Feeding Behaviour of Starlings (Sturnus vulgaris) in the Presence of 'Eyes',"I R Inglis, L W Huson, M B Marshall, P A Arid, Neville",-,-,Inglis_1983.pdf,No,No,TRUE,No
Mizuno_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",15,TEST,The position of eyespots and thickened segments influence their protective value to caterpillars,"John Skelhorn, Giles Dorrington, Thomas J Hossie, Thomas N Sherratt",,2014,Skelhorn_2014.pdf,No,No,TRUE,No
Mizuno_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",16,TEST,"The protective value of conspicuous signals is not impaired by shape, size, or position asymmetry","Martin Stevens, Sarah A Castor-Perry, Jessica R F Price",,2009,Stevens&CastorPerry_2009.pdf,No,No,TRUE,No
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",1,DEV,Anti-predator adaptations and strategies in the Lepidoptera,Leoni De,,2012,deWert_2012.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",2,DEV,Can we use starlings' aversion to eyespots as the basis for a novel 'cognitive bias' task? §,"Ben O Brilot, Clare L Normandale, Antonia Parkin, Melissa Bateson",-,-,Brilot_2009.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",3,DEV,Defensive posture and eyespots deter avian predators from attacking caterpillar models,"Thomas John Hossie, Thomas N Sherratt",Animal Behaviour,2013,Hossie_2013.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",4,DEV,Does predation maintain eyespot plasticity in Bicyclus anynana?,"Anne Lyytinen, Paul M Brakef Ield, Leena Lindstro, Johanna Mappes",Proceedings of the Royal Society of London. Series B: Biological Sciences,2004,Lyytinen_2004.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",5,DEV,Eyespot display in the peacock butterfly triggers antipredator behaviors in naïve adult fowl,"Martin Olofsson, Hanne Løvlie, Jessika Tibblin, Sven Jakobsson, Christer Wiklund",Behavioral Ecology,2012,Olofsson&Lovlie_2013.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",6,DEV,Multicomponent deceptive signals reduce the speed at which predators learn that prey are profitable,"John Skelhorn, Grace G Holmes, Thomas J Hossie, Thomas N Sherratt",,2016,Skelhorn_2016.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",7,DEV,"Predator mimicry, not conspicuousness, explains the efficacy of butterfly eyespots","Sebastiano De, Sebastiano De Bona, Janne K Valkonen, Andre ´s, Lo ´pez-Sepulcre, Johanna Mappes",Proceedings of the Royal Society B: Biological Sciences,2015,DeBona_2015.pdf,Yes,Yes,TRUE,Yes
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",8,DEV,Prey survival by predator intimidation: an experimental study of peacock butterfly defence against blue tits,"Adrian Vallin, Sven Jakobsson, Johan Lind, Christer Wiklund",Proceedings of the Royal Society B: Biological Sciences,2005,Vallin_2005.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",9,TEST,Body size affects the evolution of eyespots in caterpillars,"Thomas John Hossie, John Skelhorn, Jesse W Breinholt, Akito Y Kawahara, Thomas N Sherratt",Proceedings of the National Academy of Sciences of the United States of America,2015,Hossie_2015.pdf,Yes,Not declared specifically,FALSE,Yes
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",10,TEST,Deflective effect and the effect of prey detectability on anti-predator function of eyespots,"Adrian Vallin, Marina Dimitrova, Ullasa Kodandaramaiah, Sami Merilaita, D Kemp",Behavioral Ecology and Sociobiology,2011,Vallin_2011.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",11,TEST,Eyespots interact with body colour to protect caterpillar-like prey from avian predators,"Thomas John Hossie, Thomas N Sherratt",Animal Behaviour,2012,Hossie_2012.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",12,TEST,Field experiments on the effectiveness of 'eyespots' as predator deterrents,"Martin Stevens, Elinor Hopkins, William Hinde, Amabel Adcock, Yvonne Connolly, Tom Troscianko, Innes C Cuthill, K T Troscianko",-,-,Stevens_2007.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",13,TEST,Significance of butterfly eyespots as an anti-predator device in ground-based and aerial attacks,"Anne Lyytinen, Paul M Brakefield, Johanna Mappes",,2003,Lyytinen_2003.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",14,TEST,The Feeding Behaviour of Starlings (Sturnus vulgaris) in the Presence of 'Eyes',"I R Inglis, L W Huson, M B Marshall, P A Arid, Neville",-,-,Inglis_1983.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",15,TEST,The position of eyespots and thickened segments influence their protective value to caterpillars,"John Skelhorn, Giles Dorrington, Thomas J Hossie, Thomas N Sherratt",,2014,Skelhorn_2014.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",16,TEST,"The protective value of conspicuous signals is not impaired by shape, size, or position asymmetry","Martin Stevens, Sarah A Castor-Perry, Jessica R F Price",,2009,Stevens&CastorPerry_2009.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Mizuno_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): Yes, No",1,DEV,Anti-predator adaptations and strategies in the Lepidoptera,Leoni De,,2012,deWert_2012.pdf,No,No,TRUE,No
Mizuno_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): Yes, No",2,DEV,Can we use starlings' aversion to eyespots as the basis for a novel 'cognitive bias' task? §,"Ben O Brilot, Clare L Normandale, Antonia Parkin, Melissa Bateson",-,-,Brilot_2009.pdf,No,No,TRUE,No
Mizuno_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): Yes, No",3,DEV,Defensive posture and eyespots deter avian predators from attacking caterpillar models,"Thomas John Hossie, Thomas N Sherratt",Animal Behaviour,2013,Hossie_2013.pdf,No,No,TRUE,No
Mizuno_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): Yes, No",4,DEV,Does predation maintain eyespot plasticity in Bicyclus anynana?,"Anne Lyytinen, Paul M Brakef Ield, Leena Lindstro, Johanna Mappes",Proceedings of the Royal Society of London. Series B: Biological Sciences,2004,Lyytinen_2004.pdf,No,No,TRUE,No
Mizuno_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): Yes, No",5,DEV,Eyespot display in the peacock butterfly triggers antipredator behaviors in naïve adult fowl,"Martin Olofsson, Hanne Løvlie, Jessika Tibblin, Sven Jakobsson, Christer Wiklund",Behavioral Ecology,2012,Olofsson&Lovlie_2013.pdf,No,No,TRUE,No
